ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,,Address,Delivery time,Food type,,,,,,,,,,,,,,,,,,,,,,
67791,Narayanguda,Hyderabad,Rambharose - Bhattad Ki Idli,150,4.2,1000,,Narayanguda Rd,27,South Indian,,,,,,,,,,,,,,,,,,,,,,
67824,Kothrud,Pune,Mithas,400,4.5,500,,Kothrud,40,Sweets,Desserts,,,,,,,,,,,,,,,,,,,,,
67978,New Tippasandra,Bangalore,Sri Ganesh Juice Center,200,4.5,50,,Indiranagar,61,Beverages,,,,,,,,,,,,,,,,,,,,,,
67981,Valasaravakkam,Chennai,Lassiwala,100,2.9,80,,Alwarthirunagar,75,Beverages,,,,,,,,,,,,,,,,,,,,,,
68000,Girdhar Nagar,Ahmedabad,Rajkamal,550,4.2,100,,Shahibagh,46,Indian,,,,,,,,,,,,,,,,,,,,,,
68019,Navrangpura,Ahmedabad,Foodie'S Call,100,4.3,20,,Navrangpura,45,Snacks,Beverages,,,,,,,,,,,,,,,,,,,,,
68204,Naranpura,Ahmedabad,Prince Restaurant (Naranpura),500,4.3,20,,Naranpura,39,Chinese,North Indian,,,,,,,,,,,,,,,,,,,,,
68209,Begumpet,Hyderabad,Reliance Bakery,300,4.3,20,,Begumpet,76,Bakery  Desserts,,,,,,,,,,,,,,,,,,,,,,
68213,Memnagar,Ahmedabad,Shivam Snacks,200,4.1,100,,Sola,40,Indian,North Indian,,,,,,,,,,,,,,,,,,,,,
68275,Shivajinagar,Pune,Maharaja Bhog,800,2.9,80,,Senapati Bapat Road,58,North Indian,Rajasthani,,,,,,,,,,,,,,,,,,,,,
68432,Madhupura,Ahmedabad,New Mehfil Restaurant,300,4.4,100,,Shahibagh,48,North Indian,Continental,,,,,,,,,,,,,,,,,,,,,
68599,University Area,Ahmedabad,Dangee Dums Yums,400,4.6,100,,Yums  Panjrapole,34,Desserts,Bakery,,,,,,,,,,,,,,,,,,,,,
68605,Lal Darwaja,Ahmedabad,Lucky Restaurant,300,4.4,20,,Laldarawaja,36,North Indian,,,,,,,,,,,,,,,,,,,,,,
68838,Raja Annamalai Puram,Chennai,Lassi Cream-Mrc Nagar,100,4.2,50,,Mrc Nagar,69,Desserts,Beverages,,,,,,,,,,,,,,,,,,,,,
68893,Ghatkopar West,Mumbai,Tkx - The Khana Xpress,700,2.9,80,,Ghatkopar East,46,Beverages,,,,,,,,,,,,,,,,,,,,,,
69120,Rohini,Delhi,Giani,350,4.2,100,,North Ex Mall,36,Ice Cream,,,,,,,,,,,,,,,,,,,,,,
69165,Ghatkopar East,Mumbai,Newyork Burrito Company,500,4.3,100,,Ghatkopar East,41,Mexican  American  Snacks,,,,,,,,,,,,,,,,,,,,,,
69278,Sion,Mumbai,Ramesh Da Dhaba,200,4.2,100,,Gtb Nagar  Sion,48,North Indian,,,,,,,,,,,,,,,,,,,,,,
69507,George Town,Chennai,Seena Bhai 1977 Dosa Center,100,4,50,,Sowcarpet,33,South Indian,,,,,,,,,,,,,,,,,,,,,,
69773,Ashok Nagar,Bangalore,The Chariot Veg Restaurant,400,3.9,20,,Residency Road,35,Chinese,South Indian,,,,,,,,,,,,,,,,,,,,,
69901,Shivaji Nagar,Bangalore,Robin Brown Ice Cream,250,2.9,80,,Central Bangalore,52,Desserts,,,,,,,,,,,,,,,,,,,,,,
69957,Vesu,Surat,Grover'S Tandoori Shala,300,3.8,100,,Aagam Arcade Vesu,57,North Indian,Mughlai,,,,,,,,,,,,,,,,,,,,,
69997,Shankarapura,Bangalore,Slv Corner Restaurant,450,4.3,1000,,Vanivilas Road,47,Chinese,South Indian,,,,,,,,,,,,,,,,,,,,,
70056,Athwa,Surat,Mahesh Pav Bhaji,300,4,500,,Chowpaty,34,Fast Food,Street Food,,,,,,,,,,,,,,,,,,,,,
70147,Vastrapur,Ahmedabad,Food On Way,200,4.1,1000,,Vastrapur,36,North Indian,Chinese,,,,,,,,Combo,,,,,,,,,,,,,
70297,Chembur,Mumbai,Mamledar Misal,150,4.2,1000,,Chembur East,41,Maharashtrian,,,,,,,,,,,,,,,,,,,,,,
70345,Vesu,Surat,Shakes & Scoops Vesu,150,4.3,100,,Safal Square Vesu,46,Ice Cream,Beverages,,,,,,,,,,,,,,,,,,,,,
70518,New Textile Market,Surat,Purohit Gujarati Thali,200,2.9,80,,Ring Road,39,Gujarati,,,,,,,,,,,,,,,,,,,,,,
70614,Shukrawar Peth,Pune,Wadeshwar (Bajirao Road),300,4.6,100,,Shukrawar Peth,26,South Indian,Fast Food,,,,,,,,,,,,,,,,,,,,,
70628,Navrangpura,Ahmedabad,The Big F,300,4.2,20,,Commerce 6 Roads,37,Fast Food,Beverages,,,,,,,,,,,,,,,,,,,,,
70657,Majura Gate,Surat,Jalaram Khichdi,250,4.3,1000,,Majura Gate,24,Punjabi,Thalis,,,,,,,,,,,,,,,,,,,,,
70695,Mahim,Mumbai,Baba Falooda,150,4.4,1000,,Mahim,58,Desserts  Beverages,,,,,,,,,,,,,,,,,,,,,,
70757,Yamuna Nagar,Surat,Pizza World,250,2.9,80,,Puna Kumbharia Road,40,Italian-American,Fast Food,,,,,,,,,,,,,,,,,,,,,
70760,Varachha,Surat,Laxmi Food Inn,300,4.3,100,,Opp Jk Petrol Pump,49,North Indian,South Indian,,,,,,,,,,,,,,,,,,,,,
70940,Dilsukhnagar,Hyderabad,Sahadeva Reddy Tiffins,150,4.2,500,,Maruthi Nagar,40,South Indian,,,,,,,,,,,,,,,,,,,,,,
70946,Erandwane,Pune,Shaukeen - The Complete Paan Shop,150,4.7,100,,Erandwane,34,Desserts,,,,,,,,,,,,,,,,,,,,,,
70952,Navrangpura,Ahmedabad,From The North,300,4.3,50,,C G Road,35,Indian,,,,,,,,,,,,,,,,,,,,,,
71036,Varachha,Surat,Taj Mahal Restaurant,160,3.5,1000,,Opp Railway Station,42,Punjabi,Chinese,,,,,,,,,,,,,,,,,,,,,
71037,Nanpura,Surat,Tipsy Topsy,250,4.3,500,,Opp Gandhi Smurti Nanpura,32,Thalis,North Indian,,,,,,,,,,,,,,,,,,,,,
71058,Yamuna Nagar,Surat,Cross Road Restaurant,250,3.9,100,,Puna Kumbharia Road,38,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
71103,Nanpura,Surat,Jayjalaram Dana Chana,150,2.9,80,,Nanpura,38,Snacks,,,,,,,,,,,,,,,,,,,,,,
71104,Majura Gate,Surat,Sasumaa'S,360,4,50,,Nr Old Rto,30,Gujarati,Chinese,,,,,,,,,,,,,,,,,,,,,
71172,Gopipura,Surat,A One Coco,150,4.1,100,,Bhagatalav,34,Ice Cream,,,,,,,,,,,,,,,,,,,,,,
71204,Yamuna Nagar,Surat,Malhar Dhosa,250,2.9,80,,Puna Kumbharia Road,40,South Indian,,,,,,,,,,,,,,,,,,,,,,
71274,Ambawadi,Ahmedabad,Foodhut,200,2.7,50,,Vejalpur,44,Cafe,,,,,,,,,,,,,,,,,,,,,,
71588,Narayanguda,Hyderabad,Vnr Fresh Juice Center,200,3.5,1000,,Street No 9,30,Beverages,Desserts,,,,,,,,,,,,,,,,,,,,,
71637,Ambawadi,Ahmedabad,Bikanervala,600,4.2,100,,Satellite,39,North Indian,South Indian,,,,,,,,,,,,,,,,,,,,,
71638,Kalupur,Ahmedabad,Jalaram,250,4.3,50,,Relief Road,45,North Indian,,,,,,,,,,,,,,,,,,,,,,
71694,Erandwane,Pune,The Betel Leaf - Paan And Desserts,300,4.8,20,,Karve Nagar,45,Paan,Desserts,,,,,,,,,,,,,,,,,,,,,
72251,Taltala,Kolkata,What'S Your Flavour?,150,4.8,20,,Taltala,49,Desserts,,,,,,,,,,,,,,,,,,,,,,
72304,Bhatar Athwa,Surat,Punjabi Di Hatti,300,4.1,100,,Bhatar Road,34,Punjabi,Chinese,,,,,,,,,,,,,,,,,,,,,
72350,Ganganagar,Bangalore,Vishnu Garden,251,4.4,1000,,R.T. Nagar,53,Chinese,South Indian,,,,,,,,,,,,,,,,,,,,,
72396,Navrangpura,Ahmedabad,Keventers - Milkshakes And Desserts,300,4.4,100,,Navrangpura,35,Beverages,Ice Cream,,,,,,,,,,,,,,,,,,,,,
72430,Paldi,Ahmedabad,Vipul Dudhiya Sweets,300,4.4,100,,Paldi,26,Sweets,Snacks,,,,,,,,,,,,,,,,,,,,,
72545,Andheri East,Mumbai,99 Pancakes,300,4.4,50,,Andheri East,45,Desserts,Beverages,,,,,,,,,,,,,,,,,,,,,
72652,Annamalai Colony,Chennai,Masaledaar Dhaba,600,4.3,500,,Saligramam,85,North Indian,Punjabi,,,,,,,,,,,,,,,,,,,,,
72668,Bibwewadi,Pune,Relax Corner Pure Veg,300,3.9,500,,Bibvewadi,54,Maharashtrian,Punjabi,,,,,,,,,,,,,,,,,,,,,
72878,Ghatkopar East,Mumbai,Blossom - The Fusion Spot (Odeon),750,3.6,20,,Ghatkopar East,52,North Indian,,,,,,,,,,,,,,,,,,,,,,
73027,Adajan Gam,Surat,The Veg Factory,250,2.9,80,,Raj Victoria Pal,58,Italian,Mexican,,,,,,,,,,,,,,,,,,,,,
73099,Shivajinagar,Pune,Galaxy - Orbett Hotel,1000,2.9,80,,Deccan Gymkhana,37,North Indian,Asian,,,,,,,,,,,,,,,,,,,,,
73680,Sector 7 Rohini,Delhi,Southy,200,3.6,500,,Sector-7,37,South Indian,Snacks,,,,,,,,,,,,,,,,,,,,,
73758,Ameerpet,Hyderabad,Sai Darshini Tiffins,150,4.3,1000,,Czech Colony,59,South Indian,,,,,,,,,,,,,,,,,,,,,,
73861,Kothrud,Pune,Cafe Dreamland,400,3.8,50,,Kothrud,48,Desserts,Fast Food,,,,,,,,,,,,,,,,,,,,,
74019,Adikmet,Hyderabad,Eatz & Drinkzz,300,4.5,20,,Pannalal Complex,51,Fast Food,,,,,,,,,,,,,,,,,,,,,,
74116,Mangawadi,Pune,Arun Ice Creams,100,4.8,20,,Dhankawadi,64,Ice Cream,Desserts,,,,,,,,,,,,,,,,,,,,,
74651,Narotam Nagar,Surat,A One Cold Coco,150,4.1,100,,Nr Gujarat Gas Circle,35,Beverages,Desserts,,,,,,,,,,,,,,,,,,,,,
75141,Koregaon Park,Pune,The Mousse Coupe,250,2.9,80,,Kalyani Nagar,54,Desserts,,,,,,,,,,,,,,,,,,,,,,
75307,Vishal Nagar,Surat,Famous Fast Food,250,4.5,20,,Ved Road,53,Fast Food,,,,,,,,,,,,,,,,,,,,,,
75313,Vishal Nagar,Surat,Mr Pizza G,200,3.5,20,,Laxmi Enclave,61,Pizzas,Fast Food,,,,,,,,,,,,,,,,,,,,,
75315,Nana Varachha,Surat,Dr Pizza & Foods,250,2.9,80,,Nr. Maharana Pratap Garden,59,Fast Food,Pizzas,,,,,,,,,,,,,,,,,,,,,
75457,Vishal Nagar,Surat,Only Dhosa,300,4.4,20,,Avalon Business Hub,58,South Indian,,,,,,,,,,,,,,,,,,,,,,
75609,George Town,Chennai,Rasoee,150,4,100,,George Town,38,North Indian,Street Food,,,,,,,,,,,,,,,,,,,,,
75799,Shivajinagar,Pune,Lkd | La Kheer Deli,200,4.3,20,,Shivaji Nagar,34,Desserts,,,,,,,,,,,,,,,,,,,,,,
76167,Visharant Wadi,Pune,Joshi Wadewale,100,4.3,100,,Vishrantwadi,58,Street Food,South Indian,,,,,,,,,,,,,,,,,,,,,
76170,Anna Nagar,Chennai,Hotel Ganapathy Bhavan,300,4.4,100,,Annanagar,62,South Indian,North Indian,,,,,,,,,,,,,,,,,,,,,
76424,Vastrapur,Ahmedabad,Sasuma,100,4.2,100,,Vastrapur,47,Gujarati,Snacks,,,,,,,,,,,,,,,,,,,,,
76579,University Area,Ahmedabad,Toritos Cafe Time,500,2.9,80,,Navrangpura,44,Fast Food,Continental,,,,,,,,,,,,,,,,,,,,,
76762,Saki Naka,Mumbai,Ohhdaily- Healthy & Homely Tiffins,200,4.1,1000,,Sakinaka,41,Thalis,Indian,,,,,,,,,,,,,,,,,,,,,
76794,Navrangpura,Ahmedabad,Kovallam,150,4.2,100,,C G Road,27,South Indian,Indian,,,,,,,,,,,,,,,,,,,,,
76856,Athwa,Surat,Cornerstone Cafe,300,2.9,80,,Anmol Complex Athwalines,52,Fast Food,Pastas,,,,,,,,,,,,,,,,,,,,,
76858,Adajan,Surat,Feeling Hungry,300,3.5,100,,Royal Residency Adajan Gam,47,Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
76889,Narotam Nagar,Surat,Topaz Restaurant,300,4.4,100,,Adajan Patiya,39,North Indian,Punjabi,,,,,,,,Snacks,Indian,Beverages,,,,,,,,,,,
76890,Adajan,Surat,Kshitij Restaurant,350,4.5,100,,B/S Ny Pizza,39,North Indian,Punjabi,,,,,,,,Snacks,Indian,Beverages,,,,,,,,,,,
76891,Athwa,Surat,Silvernest Restaurant,400,4.3,50,,Ghod Dod Road,38,North Indian,Punjabi,,,,,,,,Snacks,Indian,Beverages,,,,,,,,,,,
77337,Ellisbridge,Ahmedabad,Shakti - The Sandwich Shop,300,4.2,20,,Ellis Bridge,31,Fast Food,Pizzas,,,,,,,,,,,,,,,,,,,,,
77391,Ghodasar,Ahmedabad,Comfy Restaurant,0,4,100,,Isanpur,48,Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
77532,Ahmedabad,Ahmedabad,Shiv Shakti Kathiyawadi,300,4.3,100,,Vastrapur,44,Indian,,,,,,,,,,,,,,,,,,,,,,
77534,Naranpura,Ahmedabad,Shakti - The Sandwich Shop: Naranpura,350,3.9,100,,Naranpura,48,Fast Food,Snacks,,,,,,,,,,,,,,,,,,,,,
77540,Athwa,Surat,Maskaa Maarke,151,2.9,80,,City Light,38,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
77543,Habsiguda,Hyderabad,Hotel Suprabhat,200,4.3,1000,,Habsiguda X Roads,51,South Indian,,,,,,,,,,,,,,,,,,,,,,
77567,Paschim Vihar,Delhi,Yamu'S Panchayat,400,4.5,50,,Paschim Vihar,50,North Indian,Desserts,,,,,,,,,,,,,,,,,,,,,
77711,Narayan Peth,Pune,The Vegetable - Fc Road,350,2.9,80,,Shivaji Nagar,49,North Indian,Continental,,,,,,,,,,,,,,,,,,,,,
77744,Athwa,Surat,Famous Frankie,200,4.1,500,,Parle Point,45,Fast Food,,,,,,,,,,,,,,,,,,,,,,
77865,Ghansi Bazaar,Hyderabad,Sai Charan Dhaba,300,4.1,100,,High Court Road,44,North Indian,Tandoor,,,,,,,,,,,,,,,,,,,,,
78120,Kankurgachi,Kolkata,The Cake Xpress,200,4.3,100,,Near Bandhan Bank,41,Desserts,Bakery,,,,,,,,,,,,,,,,,,,,,
78140,Begampura,Surat,Nareshbhai V Bhelwala,200,4.2,1000,,Bhagal,37,Chaat,Chinese,,,,,,,,,,,,,,,,,,,,,
78177,Yakhutpura,Hyderabad,Masqati True Juice,200,4,100,,Osman Masqati Plaza Alijah Kotla,49,Juices,Chaat,,,,,,,,,,,,,,,,,,,,,
78178,Indiranagar,Bangalore,Burma Burma,1300,4.5,100,,Indiranagar,61,Pan-Asian,Burmese,,,,,,,,,,,,,,,,,,,,,
78336,Surat,Surat,Cream N Crust,150,4.4,20,,Lalgate,38,Desserts,Ice Cream,,,,,,,,,,,,,,,,,,,,,
78387,Ghansi Bazaar,Hyderabad,Agra Mithai Ghar And Restaurant,200,4.3,50,,Charkaman,38,Sweets,Beverages,,,,,,,,,,,,,,,,,,,,,
78514,Habsiguda,Hyderabad,Hotel Suprabhat Multi Cuisine Restaurant,400,4.1,500,,Habsiguda X Roads,62,Chinese,Tandoor,,,,,,,,,,,,,,,,,,,,,
79232,Vishal Nagar,Surat,Aa One Coco,120,2.9,80,,Avalon Business Hub,61,Beverages,,,,,,,,,,,,,,,,,,,,,,
79247,Gopipura,Surat,A One Cold Drinks Center,100,3.9,20,,Chowk Bazar,39,Beverages,,,,,,,,,,,,,,,,,,,,,,
79269,Ellisbridge,Ahmedabad,M.M.Parotha House,200,3.7,50,,Ellisbridge Ahmedabad,27,Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
79298,Ghatkopar East,Mumbai,Blossom (Vikrant Circle),800,4.2,100,,Ghatkopar East,45,Snacks,,,,,,,,,,,,,,,,,,,,,,
79299,Ghatkopar East,Mumbai,Om Sai Ram Dolphin Frankee,350,4.6,100,,Ghatkopar East,41,Fast Food,Beverages,,,,,,,,,,,,,,,,,,,,,
79308,Nungambakkam,Chennai,Spice Klub,1100,4.3,20,,H M Centre,58,North Indian,Indian,,,,,,,,,,,,,,,,,,,,,
79331,Udhna,Surat,Sarvottam Restaurant,300,3.9,100,,Udhna Main Road,22,Beverages,Chinese,,,,,,,,,,,,,,,,,,,,,
79386,Athwa,Surat,Petite Point,250,3.9,100,,Bhatar Road,28,North Indian,Punjabi,,,,,,,,Snacks,Indian,Beverages,,,,,,,,,,,
79395,Chickpet,Bangalore,Chaat Paavlian,150,2.9,80,,Majestic,48,Fast Food,,,,,,,,,,,,,,,,,,,,,,
79606,Salabatpura,Surat,Shree Sai Restaurant Fancy Dhosa - Salabatpura,200,4.2,100,,Salabatpura,29,South Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
79815,Athwa,Surat,Supreme Restaurant & Fastfood,220,2.9,80,,Ring Road,38,Punjabi,Indian,,,,,,,,,,,,,,,,,,,,,
79873,Kankurgachi,Kolkata,The Tunnel,500,4,100,,Near Kankurgachi Post Office,50,Mexican,Continental,,,,,,,,,,,,,,,,,,,,,
79899,Ameerpet,Hyderabad,Shri Raghavendra Pure Veg,180,4,100,,Maitrivanam,60,South Indian,,,,,,,,,,,,,,,,,,,,,,
79995,Budh Vihar,Delhi,Victory Pizza,400,2.9,80,,Budh Vihar Phase-2,50,North Indian,,,,,,,,,,,,,,,,,,,,,,
80378,Takara Basthi,Hyderabad,Hotel Shri Raghavendra Pure Veg,200,4.4,50,,Monda Market,52,South Indian,,,,,,,,,,,,,,,,,,,,,,
81023,Chembur,Mumbai,Family Tree,400,3.7,50,,Kurla,44,Indian,Italian,,,,,,,,,,,,,,,,,,,,,
81093,Athwa,Surat,Richie Rich On Wheels,350,3.8,50,,Parle Point,50,Fast Food,Pizzas,,,,,,,,Tandoor,Punjabi,,,,,,,,,,,,
81094,Athwa,Surat,Richie Rich Juices & Shakes,250,3.7,50,,Parle Point,48,Juices,Beverages,,,,,,,,,,,,,,,,,,,,,
81220,Vastrapur,Ahmedabad,Khana Khazana-Vastrapur,400,3.9,50,,Vastrapur,46,Indian,,,,,,,,,,,,,,,,,,,,,,
82016,Abids,Hyderabad,Shah Icecream,300,4.3,20,,Mozzamjahi Market,28,Ice Cream,,,,,,,,,,,,,,,,,,,,,,
82094,Sector 10 Rohini,Delhi,Dine House By Eleven Course,1650,2.9,80,,Pitampura,53,Chinese,North Indian,,,,,,,,,,,,,,,,,,,,,
82374,Yerawada,Pune,Nine Square,300,2.9,80,,Koregaon Park,63,Chinese,North Indian,,,,,,,,,,,,,,,,,,,,,
82433,Gunti Jangaiah Nagar,Hyderabad,Dark Stone,300,3.5,50,,Lb Nagar Main Road,63,Ice Cream,Beverages,,,,,,,,,,,,,,,,,,,,,
82666,Ghatkopar West,Mumbai,Ghatkopar Jolly Gymkhana,600,4.2,100,,Ghatkopar Vikhroli,48,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
82668,Santacruz East,Mumbai,The Belgian Waffle Co.,200,4.5,100,,Kalina,37,Desserts,Beverages,,,,,,,,,,,,,,,,,,,,,
82789,Koyambedu,Chennai,Dosa Corner,150,4.1,50,,Thiruveni Complex,85,South Indian,North Indian,,,,,,,,,,,,,,,,,,,,,
82798,Lal Darwaja,Ahmedabad,Bismillah,400,4,50,,Laldarawaja,44,Ice Cream,Desserts,,,,,,,,,,,,,,,,,,,,,
82961,Adajan,Surat,Hotel Shiv Mahal,400,4.3,20,,Adajan Gam,46,North Indian,Fast Food,,,,,,,,,,,,,,,,,,,,,
83104,Sion,Mumbai,Mahalaxmi Juice Centre,300,2.9,80,,Sion Bhakti Park,53,Juices,,,,,,,,,,,,,,,,,,,,,,
83242,Toli Chowki,Hyderabad,Hotel Anand Bhavan,150,3.9,500,,Old Mumbai Hwy,61,South Indian,,,,,,,,,,,,,,,,,,,,,,
83447,Ghatkopar East,Mumbai,R Steam Hot,500,4.2,100,,Ghatkopar Vikhroli,51,Continental,,,,,,,,,,,,,,,,,,,,,,
83604,Magdalla,Surat,Bombay Blue,800,2.9,80,,City Plus Multiplex,70,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
83674,Himayatnagar,Hyderabad,Nandu Fresh Fruit Juice Centre,250,3.8,1000,,Himayath Nagar,27,Beverages,,,,,,,,,,,,,,,,,,,,,,
83834,Bidhannagar,Kolkata,Waffle Square,200,2.9,80,,Sector 5,75,Desserts,,,,,,,,,,,,,,,,,,,,,,
83857,Nanpura,Surat,G Dada 'M Hungry,250,4.3,20,,Athwalines,34,Mexican,Italian,,,,,,,,,,,,,,,,,,,,,
84147,Jodhpur Village,Ahmedabad,Saurashtra Chawana & Sweets,200,4.3,500,,Satellite,39,Sweets,Snacks,,,,,,,,,,,,,,,,,,,,,
84158,Paschim Vihar,Delhi,Lakhan Pan,100,4.6,50,,Paschim Vihar,47,Juices,,,,,,,,,,,,,,,,,,,,,,
84562,Narotam Nagar,Surat,G Dada,250,3.9,1000,,Opp Sneh Sankul Wadi,48,Gujarati,Punjabi,,,,,,,,,,,,,,,,,,,,,
84571,Maninagar,Ahmedabad,Hungry Birds,400,3.5,50,,Near Bank Of Baroda,45,Indian,,,,,,,,,,,,,,,,,,,,,,
84572,Jashoda Nagar,Ahmedabad,Ashirwad Restaurant,250,4.1,500,,Maninagar,44,Indian,Thalis,,,,,,,,,,,,,,,,,,,,,
84755,Ghansi Bazaar,Hyderabad,Mahalaxmi Tiffin Centre,200,4.2,100,,Ghansi Bazaar,42,Indian,,,,,,,,,,,,,,,,,,,,,,
84822,Santosh Nagar,Hyderabad,Balaji Dinesh Mithai Bhandar,200,4.1,100,,Santosh Nagar,46,Sweets,Snacks,,,,,,,,,,,,,,,,,,,,,
85056,Nana Varachha,Surat,Monpara Fastfood & Coldrinks,100,2.9,80,,Nr Chowpatty,61,Punjabi,Chinese,,,,,,,,,,,,,,,,,,,,,
85113,Paschim Vihar,Delhi,Sharma Shud Vashno Dhaba,200,4.2,20,,Paschim Vihar,50,North Indian,,,,,,,,,,,,,,,,,,,,,,
85161,Sardar Colony,Ahmedabad,Lazeez,250,4.1,100,,Naranpura,39,Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
85205,Gopipura,Surat,New Shree Sainath Food Parlour,200,3.5,500,,Soni Faliya,37,Indian,Thalis,,,,,,,,,,,,,,,,,,,,,
85320,Chamrajpet,Bangalore,By 2 Coffee,100,4.4,100,,Chamarajpet,45,South Indian,,,,,,,,,,,,,,,,,,,,,,
85352,Adajan,Surat,Dil Se Re,300,2.9,80,,Imperial Square,56,Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
85725,Athwa,Surat,Maharaja,150,2.9,80,,Bhatar Road,30,Fast Food,Beverages,,,,,,,,,,,,,,,,,,,,,
85954,Mota Varachha,Surat,Laziz Pizza - Platinum Point,400,3.9,50,,Sudama Chowk,66,Pizzas,Fast Food,,,,,,,,,,,,,,,,,,,,,
86138,Athwa,Surat,Sardarji Ka Dhaba,250,3.2,20,,Bhatar,28,Punjabi,,,,,,,,,,,,,,,,,,,,,,
86443,Pulikeshi Nagar,Bangalore,Nic Natural Ice Creams,120,4.6,100,,Fraser Town,40,Ice Cream,Desserts,,,,,,,,,,,,,,,,,,,,,
86488,Begampura,Surat,Nareshbhai Bhelwala,200,4.3,100,,Dabholi Char Rasta,37,Chaat,Pizzas,,,,,,,,,,,,,,,,,,,,,
86504,Athwa,Surat,Atul Bakery,250,3.7,20,,Bhatar,28,Snacks,Desserts,,,,,,,,,,,,,,,,,,,,,
86595,Navrangpura,Ahmedabad,Wah,500,4.2,20,,C G Road,32,Pizzas,Italian-American,,,,,,,,,,,,,,,,,,,,,
86835,Chiriamore,Kolkata,Ghosh Food Corner,250,3.9,100,,Dumdum,68,South Indian,North Indian,,,,,,,,,,,,,,,,,,,,,
86889,Hyderabad,Hyderabad,Veggie Chinese,150,4,500,,Temple Road,59,Chinese,,,,,,,,,,,,,,,,,,,,,,
86998,New Tippasandra,Bangalore,New Krishna Sagar,100,4.1,50,,Indiranagar,59,South Indian,North Indian,,,,,,,,,,,,,,,,,,,,,
87128,Park Street Area,Kolkata,Shree Krishna Hot Chips,80,4.6,100,,Wood Street,43,Snacks,,,,,,,,,,,,,,,,,,,,,,
87269,Vesu,Surat,Pojo'S Kitchen,400,4.3,20,,Vesu,61,Continental,Italian,,,,,,,,,,,,,,,,,,,,,
87270,New Magdalla,Surat,Kinaara - The Cafe,500,4.2,50,,Dumas Road,61,Fast Food,Chinese,,,,,,,,,,,,,,,,,,,,,
87290,Athwa,Surat,China Town -Chinese Food,200,4.2,100,,City Light,35,Chinese,Indian,,,,,,,,,,,,,,,,,,,,,
87293,Surat,Surat,Maa Paratha Center,250,4.4,100,,Opp Salibhadra Apt,45,Indian,Fast Food,,,,,,,,,,,,,,,,,,,,,
87329,Parvat Patiya,Surat,Morari Restaurant,150,4.1,50,,Puna Patiya,38,Punjabi,Rajasthani,,,,,,,,Indian,North Indian,Beverages,,,,,,,,,,,
87330,Parvat Patiya,Surat,Hotel Maruti,200,4.2,1000,,Punakumbharia Rd Parvat Patiya,40,Punjabi,Chinese,,,,,,,,Indian,North Indian,Beverages,,,,,,,,,,,
87373,Katargam,Surat,Radhe Restaurant,150,4.2,500,,Anath Ashram Road,44,South Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
87404,Begampura,Surat,Creamy Heaven,150,4.2,100,,Kotsafil Road,29,Desserts,Beverages,,,,,,,,,,,,,,,,,,,,,
87882,Udhna,Surat,Tulsi Restaurant,180,4,100,,Nr Udhna Bus Depot,32,Punjabi,Chinese,,,,,,,,,,,,,,,,,,,,,
87895,Shukrawar Peth,Pune,Shri Kailash Dairy,200,4.1,50,,Shukrawar Peth,33,Beverages,Desserts,,,,,,,,,,,,,,,,,,,,,
88016,Kurla,Mumbai,Brownie Bee The Cake Boutique,200,3.8,20,,Kurla,32,Desserts,,,,,,,,,,,,,,,,,,,,,,
88424,Bandra East,Mumbai,Gupta Bhelpuri Center,200,2.9,80,,Bkc,52,Chaat,,,,,,,,,,,,,,,,,,,,,,
88668,Athwa,Surat,51 Rainbow Ice Cream,200,4.4,50,,Chowpaty,31,Ice Cream,Fast Food,,,,,,,,,,,,,,,,,,,,,
88876,Navrangpura,Ahmedabad,Santushti - Shakes & More,400,4.2,50,,Navrangpura,30,Desserts,Beverages,,,,,,,,,,,,,,,,,,,,,
88949,Moonlight Cream Sagrampura,Surat,Bismillah,200,4.3,500,,Sagrampura,26,Desserts,Ice Cream,,,,,,,,,,,,,,,,,,,,,
88954,Varachha,Surat,Bismillah Pav Bhaji & Fast Food,200,4,20,,New Textile Market,42,Fast Food,,,,,,,,,,,,,,,,,,,,,,
89508,Ashok Nagar,Pune,Skoop Ice Cream Parlour,200,2.9,80,,Pune University,45,Desserts,,,,,,,,,,,,,,,,,,,,,,
89773,Punjagutta,Hyderabad,Shanbhag Hotel,300,3.9,100,,Panjagutta,54,South Indian  Chinese  Biryani,,,,,,,,,,,,,,,,,,,,,,
89835,Egmore,Chennai,Jus Bites,250,2.9,80,,G1 Wellington Estate,40,Desserts,,,,,,,,,,,,,,,,,,,,,,
89982,Kilpauk,Chennai,Rajasthan Chat House,250,2.9,80,,Ayanavaram,54,Fast Food,,,,,,,,,,,,,,,,,,,,,,
