ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,,Address,Delivery time,Food type,,,,,,,,,,,,,,,,,,,,,,
172334,Dum Dum,Kolkata,Lucknow Biryani House,200,3.6,50,,North Twenty Four Parganas,73,Indian,,,,,,,,,,,,,,,,,,,,,,
172448,J.C.Nagar,Bangalore,Shawarma Time,150,4.3,50,,J C Nagar,48,Arabian,,,,,,,,,,,,,,,,,,,,,,
172464,Thousand Lights,Chennai,Stix  By Hyatt Regency Chennai,1200,3.8,20,,Teynampet,80,Chinese,Continental,,,,,,,,,,,,,,,,,,,,,
172471,Jayanagar,Bangalore,Pure & Sure Organic Cafe,350,2.9,80,,27Th Cross Rd Jayanagar 1St Block,49,Italian-American,Continental,,,,,,,,,,,,,,,,,,,,,
172606,Aminjikarai,Chennai,Bharani Bhavan,300,4.3,100,,Vaidhyanadan Street,49,South Indian,,,,,,,,,,,,,,,,,,,,,,
172624,Khokhra,Ahmedabad,Shree Bhairavnath Punjabi Bhojnalay,200,2.9,80,,Alankar Complex,47,Punjabi,,,,,,,,,,,,,,,,,,,,,,
172891,Adajan,Surat,Bhagvati Dry Fruit Dish Gola,250,4.3,20,,Adajanopp Mahalaxmi Temple,39,Desserts,Ice Cream,,,,,,,,,,,,,,,,,,,,,
173209,Bandra Area,Mumbai,The Bandra Sushiholic,1400,4.2,50,,Hill Road,63,Sushi,,,,,,,,,,,,,,,,,,,,,,
173248,West Mambalam,Chennai,Thanjavur Mess,200,4.4,1000,,West Mambalam,69,South Indian,,,,,,,,,,,,,,,,,,,,,,
173256,Chembur,Mumbai,Vaishno Punjab,250,4.2,100,,Rc Marg,54,Thalis,North Indian,,,,,,,,,,,,,,,,,,,,,
173261,Bhowanipore,Kolkata,Allen Kitchen Saveurs De Calcutta,200,4.2,100,,Ward No.72,73,Fast Food,North Indian,,,,,,,,,,,,,,,,,,,,,
173654,Camp,Pune,Yumma Swami,200,4.2,50,,Moledina Road,36,South Indian,,,,,,,,,,,,,,,,,,,,,,
173830,Thousand Lights,Chennai,Airborne Carnival,400,2.9,80,,Kader Nawaz Khan Road,49,Fast Food,Beverages,,,,,,,,,,,,,,,,,,,,,
173999,New Malakpet,Hyderabad,Taco Bell,300,3.8,500,,L&T Mall Malakpet,37,Mexican,,,,,,,,,,,,,,,,,,,,,,
174042,New Nallakunta,Hyderabad,Sri Santosh Family Dhaba,100,4,100,,Shivamroad,38,Sweets,Fast Food,,,,,,,,,,,,,,,,,,,,,
174554,Mohammed Wadi,Pune,Immuneaty,200,2.9,80,,Kondhwa,89,Fast Food,,,,,,,,,,,,,,,,,,,,,,
175225,Moti Nagar,Delhi,The Street Bakers,200,4.2,20,,Moti Nagar,71,Bakery,Chinese,,,,,,,,,,,,,,,,,,,,,
175239,Baranagar,Kolkata,Aala Biriyani,200,4,20,,Netaji Colony,67,Indian,Biryani,,,,,,,,,,,,,,,,,,,,,
175267,Anand Nagar,Surat,Laxmi Egg House,200,4,100,,Ak Road,53,Fast Food,,,,,,,,,,,,,,,,,,,,,,
175292,Shahpore,Surat,Khapsa House,100,4.1,500,,Shahpore,38,Fast Food,Chinese,,,,,,,,,,,,,,,,,,,,,
175293,Athwa,Surat,Shree Sainath Fast Food,100,2.9,80,,City Light,46,Fast Food,Pizzas,,,,,,,,,,,,,,,,,,,,,
175317,Surat,Surat,Prabhu Egg Center,200,2.9,80,,Lal Darwaja,44,North Indian,,,,,,,,,,,,,,,,,,,,,,
175347,Egmore,Chennai,Symphony - Ramada,200,4,50,,Egmore,39,Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
175481,Asalpha,Mumbai,Top Chinese Fast  Food,250,2.9,80,,Mohili Village Nair Wadi Sakinaka Mumbai,54,Indian,,,,,,,,,,,,,,,,,,,,,,
175711,Domlur,Bangalore,Andhra Mess,250,3.7,100,,2Nd Main Rd Ak Colony,57,Andhra,South Indian,,,,,,,,,,,,,,,,,,,,,
175761,Kodambakkam,Chennai,Puducherry Sri Kamatchi.,300,4.3,1000,,Kk Nagar,71,South Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
175907,Koramangala,Bangalore,Kitchens Of China,350,2.9,80,,Koramangala,56,Chinese,Combo,,,,,,,,,,,,,,,,,,,,,
175914,Banjara Hills,Hyderabad,La Pino'Z Pizza,300,4,1000,,Road Number 12,56,Pizzas,,,,,,,,,,,,,,,,,,,,,,
176071,Malleshwaram,Bangalore,Brahmins' Thatte Idli,150,4.4,500,,Vyalikaval,48,South Indian,Combo,,,,,,,,,,,,,,,,,,,,,
176222,Varachha,Surat,Krishna Bakery,200,3.9,20,,Lh Road,55,Desserts,,,,,,,,,,,,,,,,,,,,,,
176412,Wanowrie,Pune,Churro Mania,300,4.6,100,,Salunke Vihar,71,Desserts,,,,,,,,,,,,,,,,,,,,,,
176422,Sadashiv Peth,Pune,Jija Pure Veg,150,2.9,80,,Sadashiv Peth,35,Indian,,,,,,,,,,,,,,,,,,,,,,
176436,Powai Area,Mumbai,Haka,350,4.2,100,,Powai Area,54,Chinese,Asian,,,,,,,,,,,,,,,,,,,,,
176437,Powai Area,Mumbai,Oh! Calcutta,800,4.4,100,,Powai Area,58,Bengali,,,,,,,,,,,,,,,,,,,,,,
176453,Palanpur Patia,Surat,Baba Omlet,200,2.9,80,,Opp. Smc Ward Adajan,65,North Indian,,,,,,,,,,,,,,,,,,,,,,
176725,Triplicane,Chennai,Salem Rr Biriyani Unavagam,400,3.9,100,,Egmore,33,Biryani,Chettinad,,,,,,,,,,,,,,,,,,,,,
176970,Taltala,Kolkata,Edabba,150,4.2,1000,,New Market,43,Combo,Fast Food,,,,,,,,,,,,,,,,,,,,,
177000,Kothrud,Pune,Sitara Hotel,200,2.9,80,,Kothrud,66,Indian,,,,,,,,,,,,,,,,,,,,,,
177003,Santacruz East,Mumbai,Sabri Hotel,400,3.6,20,,Bandra Kurla Complex Road,36,Chinese,North Indian,,,,,,,,,,,,,,,,,,,,,
177016,Gandhi Nagar,Bangalore,Idc Kitchen,150,4.4,100,,Gandinagar,44,South Indian,North Indian,,,,,,,,,,,,,,,,,,,,,
177042,Rohini,Delhi,Awadhi Biryani,200,2.9,80,,Sector-7,40,Chinese,Fast Food,,,,,,,,,,,,,,,,,,,,,
177155,Santacruz East,Mumbai,Sadguru Sandwiches Centre,200,4.5,20,,Scruz Bandra East,40,Fast Food,,,,,,,,,,,,,,,,,,,,,,
177231,Athwa,Surat,Go Momos,200,2.9,80,,City Light,46,Chinese,Fast Food,,,,,,,,,,,,,,,,,,,,,
177336,Tondiarpet,Chennai,Delicious Pizza,200,2.9,80,,Washermenpet,81,Fast Food,,,,,,,,,,,,,,,,,,,,,,
177339,West Mambalam,Chennai,Bakya Veg Restaurant,150,4.3,1000,,T Nagar,75,South Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
177553,Tarnaka,Hyderabad,Rs Fast Food Center,150,3.8,100,,Nacharam Main Road,63,Chinese,Fast Food,,,,,,,,,,,,,,,,,,,,,
177661,Piplod,Surat,Pure By Slurrp,400,4.2,20,,Vesu,57,Indian,Continental,,,,,,,,,,,,,,,,,,,,,
177865,Triplicane,Chennai,Super Bombay Kulfi Natural Ice Cream Milkshake And Chats,200,2.9,80,,Jhony John Khan Road,47,Ice Cream,Beverages,,,,,,,,,,,,,,,,,,,,,
177927,Althan,Surat,Punjabi Dhaba -The Taste Of Punjab,250,3.4,500,,Althan Bhatar,40,Punjabi,North Indian,,,,,,,,,,,,,,,,,,,,,
178816,Jodhpur Village,Ahmedabad,Juice Pitara,200,4.6,100,,Satellite Jodhpur,51,Juices,Beverages,,,,,,,,,,,,,,,,,,,,,
178886,Kothapet,Hyderabad,Vasireddy Swagruha Foods,350,4.2,100,,Kothapet,54,Sweets  South Indian  North Indian  Snacks,,,,,,,,,,,,,,,,,,,,,,
179095,Old Malakpet,Hyderabad,Subbayya Gari Hotel,300,4.1,1000,,Sri Krupa Market Malakpet,29,South Indian,,,,,,,,,,,,,,,,,,,,,,
179337,Moghalpura,Hyderabad,Chinese Hut Fast Food,150,3.6,100,,Charminar,45,Chinese,Fast Food,,,,,,,,,,,,,,,,,,,,,
179446,Taltala,Kolkata,Silver Spoon,400,3.9,100,,Mcleod Street,52,Chinese,Tibetan,,,,,,,,,,,,,,,,,,,,,
179449,Motera,Ahmedabad,Jay Ambe Bhajipav And Pulav,200,4,20,,Motera,73,Fast Food,,,,,,,,,,,,,,,,,,,,,,
179457,Ghatkopar East,Mumbai,Agrawals Juice And Fast Food Centre,300,4.7,100,,Ghatkopar East,41,Fast Food,,,,,,,,,,,,,,,,,,,,,,
179474,Richmond Town,Bangalore,Wandercrust,350,2.9,80,,Aga Abdullah Street,40,Pizzas,Italian,,,,,,,,,,,,,,,,,,,,,
179515,Kurla West,Mumbai,Aniruddha'S,250,2.9,80,,Kurla,42,Indian,North Indian,,,,,,,,,,,,,,,,,,,,,
179653,Kurla,Mumbai,Javed Bhai'S,300,4.5,20,,Kurla Weight Bridge,38,Mughlai,,,,,,,,,,,,,,,,,,,,,,
179656,Maharshi Nagar,Pune,Healthy Affairs,300,4.6,50,,Bibwewadi,52,Fast Food,Continental,,,,,,,,,,,,,,,,,,,,,
179665,Amberpet,Hyderabad,Deccan Chinese Fast Food,200,2.9,80,,Uppal Ramanthapur Amberpet,51,Chinese,Fast Food,,,,,,,,,,,,,,,,,,,,,
179693,Rohini,Delhi,Biryani Empire,300,3,20,,Shiva Road Sector 7,38,Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
179816,Rohini,Delhi,Chicken Dum Biryani,300,2.9,80,,Shiva Road,45,Mughlai,Indian,,,,,,,,,,,,,,,,,,,,,
180161,Rohini,Delhi,Mughlai Biryani,300,2.9,80,,Shiva Road,40,Indian,Continental,,,,,,,,,,,,,,,,,,,,,
180171,Rohini,Delhi,Biryani Zaika,200,2.9,80,,Sector 7 Rohini,45,Biryani,Chinese,,,,,,,,,,,,,,,,,,,,,
180345,Vastral,Ahmedabad,Shree Atalji Dining Hall,220,4.2,50,,Vastral,69,Thalis,Punjabi,,,,,,,,,,,,,,,,,,,,,
180360,Navrangpura,Ahmedabad,Sugarless Life,250,4.2,100,,Navrangpura,36,Desserts,Sweets,,,,,,,,,,,,,,,,,,,,,
180491,Chembur,Mumbai,Mamaji - Taste Of Katta (Ruia),250,4.2,50,,Chembur,46,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
180533,George Town,Chennai,Majeeth Hotel,300,4.1,100,,Royapuram,44,South Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
180579,Ayanavaram,Chennai,Green Mango Juice Shop,30,4.2,20,,Vasantha Nagar Chinna Chembarambakkam Ayanavaram,57,Juices,,,,,,,,,,,,,,,,,,,,,,
180580,Wadgaon Sheri,Pune,The Choupatiwala Cafe,300,2.9,80,,Viman Nagar,79,Fast Food,,,,,,,,,,,,,,,,,,,,,,
180645,Padmarao Nagar,Hyderabad,Nitchal Grand Restaurant,250,2.9,80,,Padmarao Nagar,53,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
180753,Kalyani Nagar,Pune,The Bounty Sizzlers,600,3.9,20,,Kalyani Nagar,60,Continental,,,,,,,,,,,,,,,,,,,,,,
180758,Kapodra Patiya,Surat,Kaka Ni Bhajipav & Fastfood,120,4.1,100,,Chikuwadi,51,Fast Food,Punjabi,,,,,,,,,,,,,,,,,,,,,
180847,Malleshwaram,Bangalore,Bombay Vadapav Corner,100,4.4,100,,Seshadripuram1St Main Road,39,North Indian,,,,,,,,,,,,,,,,,,,,,,
180958,Shivaji Nagar,Bangalore,Bhagatram Sweets,250,3.9,100,,Central Bangalore,36,Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
181010,Aminjikarai,Chennai,Thulasi Mess,150,3.8,100,,Arumbakkam,54,South Indian,North Indian,,,,,,,,,,,,,,,,,,,,,
181088,Jorasanko,Kolkata,Pandey Dhaba,300,2.9,80,,Burrabazarbara Bazar,44,Indian,,,,,,,,,,,,,,,,,,,,,,
181091,Tiljala,Kolkata,Chaccha Jaan - Biryani Kebabs & Curries,400,4.1,500,,Picnic Garden,67,Biryani,North Indian,,,,,,,,,,,,,,,,,,,,,
181093,Behala,Kolkata,Gharana- The Veg House,200,3.8,100,,Tollygung,91,North Indian,,,,,,,,,,,,,,,,,,,,,,
181115,Amberpet,Hyderabad,Good Lands Restaurant,300,4.2,100,,Tarnaka Nacharam & Malkajigiri,60,Biryani,North Indian,,,,,,,,,,,,,,,,,,,,,
181120,Khairtabad,Hyderabad,The Pani Puri Monster,100,2.9,80,,Anand Nagar,56,Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
181240,Yerawada,Pune,G-1 Juice Center,150,2.9,80,,Vishrantwadinagpur Chawl Yerawada,55,Beverages,,,,,,,,,,,,,,,,,,,,,,
181392,Malleshwaram,Bangalore,The Fast Food,150,4.3,50,,Malleshwaram,61,Indian,,,,,,,,,,,,,,,,,,,,,,
181435,Bidhannagar,Kolkata,Sundaram Restaurant,200,2.9,80,,Salt Lake,63,North Indian,South Indian,,,,,,,,,,,,,,,,,,,,,
181708,Toli Chowki,Hyderabad,Dosa Factory,100,4.1,500,,Tolochowki Cross Roads,73,South Indian,,,,,,,,,,,,,,,,,,,,,,
181807,Marol,Mumbai,Chawlas^2,400,4.2,50,,Andheri East,57,North Indian  Indian  Punjabi  Tandoor,,,,,,,,,,,,,,,,,,,,,,
181941,Koti,Hyderabad,Svm Grand,300,4.2,20,,Abids & Koti,32,South Indian,North Indian,,,,,,,,,,,,,,,,,,,,,
181947,Kothapet,Hyderabad,Royal Fast Food,150,4,20,,Kothapet & Dilshuknagar,58,Chinese,,,,,,,,,,,,,,,,,,,,,,
181984,Rohini,Delhi,Biryani Wale,300,3.3,20,,21 Sector,36,Indian,,,,,,,,,,,,,,,,,,,,,,
182139,Baguihati,Kolkata,Chicken Xperience By Venkys,200,2.9,80,,Salt Lake,95,Fast Food,,,,,,,,,,,,,,,,,,,,,,
182585,Alwarpet,Chennai,Havmor,300,4.7,100,,Alwarpet,55,Ice Cream,Desserts,,,,,,,,,,,,,,,,,,,,,
182610,Thousand Lights,Chennai,Sante Spa Cuisine,1300,4.6,100,,Nungambakkam,47,Italian,Continental,,,,,,,,,,,,,,,,,,,,,
182804,Matunga,Mumbai,Waffles By Di Bella,250,4.7,20,,King'S Circle Nathalal Parekh Marg  Near Khalsa College,60,Ice Cream,,,,,,,,,,,,,,,,,,,,,,
182824,Banjara Hills,Hyderabad,Feranoz,500,4.4,500,,Zahara Nagar Banjara Hills,59,Desserts,Italian,,,,,,,,,,,,,,,,,,,,,
182933,Camp,Pune,Cake Cart,300,2.9,80,,Camp,36,Desserts,Bakery,,,,,,,,,,,,,,,,,,,,,
183253,Purasaiwakkam,Chennai,Riyas Biriyani,300,3.9,20,,T.Nagar,36,Indian,,,,,,,,,,,,,,,,,,,,,,
183585,Andheri East,Mumbai,Cafe New Ajwa Marol,300,4,100,,Marol Sakinaka,53,North Indian,Mughlai,,,,,,,,,,,,,,,,,,,,,
184158,Koramangala,Bangalore,Khichdi Experiment,250,4.5,100,,Nanjappa Reddy Layout Koramangala,49,Home Food,Indian,,,,,,,,Desserts,Beverages,Kebabs,,,,,,,,,,,
184256,Jubilee Hills,Hyderabad,Panchakattu Dosa,100,4.5,500,,Banjara Hills,73,South Indian,,,,,,,,,,,,,,,,,,,,,,
184695,Kurla,Mumbai,Shalimar Restaurant & Store,650,4.1,20,,Kurla,32,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
184748,Beniapukur,Kolkata,Anokha Baghicha,300,3.9,100,,Esplanade,51,Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
184792,Wilson Garden,Bangalore,Karavali Kolimane,400,3.7,20,,Shantinagar,52,South Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
185511,Andheri East,Mumbai,New Cafe Marol,350,3.9,100,,Marol Sakinaka,50,North Indian  Chinese  Mughlai  Tandoor  Desserts  Fast Food  Beverages,,,,,,,,,,,,,,,,,,,,,,
186029,Andheri East,Mumbai,Hotel Om Sai,400,2.9,80,,Andheri East,55,Chinese  Biryani  Indian,,,,,,,,,,,,,,,,,,,,,,
186123,Santacruz East,Mumbai,The Biryani Life,250,3.5,20,,Kalina,38,Biryani,Hyderabadi,,,,,,,,,,,,,,,,,,,,,
186141,Begampura,Surat,Taste Of Kolkata Rolls,400,4.3,100,,Salabatpura,35,Fast Food,,,,,,,,,,,,,,,,,,,,,,
186171,Athwa,Surat,Shahi Biryani & Khichda,300,2.9,80,,Begampura,38,Biryani,,,,,,,,,,,,,,,,,,,,,,
186196,Rohini,Delhi,The Biryani Life,250,4.2,50,,Sector 8,39,Biryani,Hyderabadi,,,,,,,,,,,,,,,,,,,,,
186294,Shivajinagar,Pune,Noodles & Co,300,2.9,80,,Shivaji Nagar,37,Chinese,,,,,,,,,,,,,,,,,,,,,,
186873,Sector 8 Rohini,Delhi,Patiala Shahi Kitchen,300,4.1,100,,Rohini Sector 8,36,Indian,,,,,,,,,,,,,,,,,,,,,,
186879,Rohini,Delhi,Shakespeer,300,2.9,80,,Rohini,62,Fast Food,Pizzas,,,,,,,,,,,,,,,,,,,,,
187384,Shivaji Nagar,Bangalore,Blue Tokai Coffee Roasters,800,4.7,50,,Central Bangalore,38,Healthy Food,American,,,,,,,,,,,,,,,,,,,,,
187550,Kodambakkam,Chennai,Sss Hyderabad Briyani,250,3.9,100,,Kodambakkam,71,Chinese,Indian,,,,,,,,,,,,,,,,,,,,,
187580,Phoenix Mall,Mumbai,Tibb'S Frankie,200,2.9,80,,Phoenixkurla,43,Fast Food,Snacks,,,,,,,,,,,,,,,,,,,,,
187976,Baner,Pune,Khichdi Experiment,250,4.5,100,,Baner,60,Home Food,Indian,,,,,,,,Desserts,Beverages,Kebabs,,,,,,,,,,,
188019,Mukherjee Nagar,Delhi,Zaika E Dilli 6,300,2.9,80,,Mukherjee Nagar,53,Mughlai,,,,,,,,,,,,,,,,,,,,,,
188517,Lake Town,Kolkata,Kathi On The Go,300,3.9,1000,,Jessore Road,84,Biryani,Indian,,,,,,,,,,,,,,,,,,,,,
188568,Sinthee,Kolkata,Snack 'N' Go,200,3.4,20,,Dumdum,83,Indian,Italian,,,,,,,,,,,,,,,,,,,,,
189681,Santacruz East,Mumbai,Lan Lan Restaurant,400,4.2,20,,Scruz Bandra East,42,Chinese,,,,,,,,,,,,,,,,,,,,,,
189689,Tollygunge,Kolkata,Food Point,150,3.4,100,,Jadavpur Zone,93,Biryani,Snacks,,,,,,,,,,,,,,,,,,,,,
189826,Talab Katta,Hyderabad,Moghal Hot Spot,200,3.2,20,,Charminar,52,Biryani,Chinese,,,,,,,,,,,,,,,,,,,,,
190360,Gariahat,Kolkata,Purbani Restaurant & Hotel,450,2.9,80,,South Kolkata,75,Chinese,North Indian,,,,,,,,,,,,,,,,,,,,,
190656,Baranagar,Kolkata,Maa Karunamoyee Fast Food Centre,250,3.7,50,,North Dumdum,65,Indian,,,,,,,,,,,,,,,,,,,,,,
190694,Indiranagar,Bangalore,Rocket Wok,400,4.2,100,,Indiranagar,54,Chinese,Thai,,,,,,,,,,,,,,,,,,,,,
190721,Central Kolkata,Kolkata,Gupta Dhaba,250,3.3,20,,Munsi Para ( Lalabagan),62,Biryani,Indian,,,,,,,,,,,,,,,,,,,,,
190827,Ballygunge,Kolkata,Meraz Fast Food,200,3.4,20,,Central Kolkata,62,Indian,,,,,,,,,,,,,,,,,,,,,,
190848,Bowenpally,Hyderabad,Trio-La Patisserie.,300,2.9,80,,Kharkhana & Trimulgherry,75,Desserts,,,,,,,,,,,,,,,,,,,,,,
191132,Scruz Bandra East,Mumbai,Variety Chinese,300,2.9,80,,Scruz Bandra East,41,Chinese,,,,,,,,,,,,,,,,,,,,,,
191390,Koramangala,Bangalore,Brooks And Bonds Brewery,200,2.9,80,,Hsr,66,Indian,,,,,,,,,,,,,,,,,,,,,,
191430,Santacruz East,Mumbai,Tip Top Chinese,300,2.9,80,,Scruz Bandra East,36,Chinese,Indian,,,,,,,,,,,,,,,,,,,,,
191431,Santacruz East,Mumbai,Uncle Chinese,300,2.9,100,,Scruz Bandra East,37,Chinese,Tandoor,,,,,,,,,,,,,,,,,,,,,
191489,Santacruz East,Mumbai,Hong Kong Chinese,200,2.9,80,,Scruz Bandra East,38,Chinese,Indian,,,,,,,,,,,,,,,,,,,,,
191495,Santacruz East,Mumbai,A One Chinese,400,2.9,80,,Scruz Bandra East,37,Chinese,Indian,,,,,,,,,,,,,,,,,,,,,
191577,Saki Naka,Mumbai,The Bombay Chopstic,250,2.9,80,,Kurla,35,Indian  Chinese,,,,,,,,,,,,,,,,,,,,,,
191596,Scruz Bandra East,Mumbai,King Chinese,300,2.9,80,,Scruz Bandra East,39,Chinese,Tandoor,,,,,,,,,,,,,,,,,,,,,
191633,Athwa,Surat,Royal Fastfood,220,3.5,20,,New Textile Market,32,Chinese,Mughlai,,,,,,,,,,,,,,,,,,,,,
191647,Santacruz East,Mumbai,Your Choice Chinese,350,2.9,80,,Scruz Bandra East,35,Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
191678,Katraj,Pune,Mother'S Tawa,400,2.9,80,,Bibwewadi,83,North Indian,,,,,,,,,,,,,,,,,,,,,,
191798,Alwarpet,Chennai,Crust & Cheese Pizza,400,4.4,50,,Alwarpet,72,Pizzas,Italian-American,,,,,,,,,,,,,,,,,,,,,
191822,Ashok Nagar,Bangalore,Third Wave Coffee,400,4.4,100,,Central Bangalore,33,Beverages,Bakery,,,,,,,,,,,,,,,,,,,,,
191826,Shah-E-Alam Roja,Ahmedabad,Al-Hamza,300,3.8,50,,Maninagar,39,Indian,Mughlai,,,,,,,,,,,,,,,,,,,,,
191857,Chembur,Mumbai,Mamu Ki Biryani,500,2.9,80,,Chembur,53,Indian,North Indian,,,,,,,,,,,,,,,,,,,,,
191901,Scruz Bandra East,Mumbai,Akash Chinese,300,2.9,80,,Scruz Bandra East,37,Chinese,Tandoor,,,,,,,,,,,,,,,,,,,,,
191903,Ayanavaram,Chennai,Sri Balaji Fast Food,250,4.1,100,,Villivakkam,51,Chinese,Indian,,,,,,,,,,,,,,,,,,,,,
191906,Sadashiv Peth,Pune,Rolls Mania,200,4.3,100,,Swargate,34,Fast Food,,,,,,,,,,,,,,,,,,,,,,
191912,Powai,Mumbai,Kaswa Chicken Shwarma,200,2.9,80,,Powai,50,Lebanese,,,,,,,,,,,,,,,,,,,,,,
191932,Ganga Dham,Pune,Jay Ganesh Caterering Service,150,3.9,50,,Gangadham,57,Chaat,Use code XPRESS121 to avail.,,,,,,,,,,,,,,,,,,,,,
191985,Toli Chowki,Hyderabad,Mandar Restaurant,500,4.1,1000,,Tolichowki,59,North Indian,Biryani,,,,,,,,,,,,,,,,,,,,,
192026,Kothapet,Hyderabad,Quik Cakes.,500,2.9,80,,Madhapur,56,Bakery,Desserts,,,,,,,,,,,,,,,,,,,,,
192029,Koramangala,Bangalore,Tibetan Mother'S Kitchen,250,4.1,500,,Koramangala,51,Chinese,Tibetan,,,,,,,,,,,,,,,,,,,,,
192034,Chembur,Mumbai,Biryaniwala & Co - By Singh Saab,300,3.8,20,,Rc Marg,51,North Indian,Biryani,,,,,,,,,,,,,,,,,,,,,
192141,Chembur,Mumbai,Spicy Bites,400,2.9,80,,Chembur,51,Mughlai  Tandoor  North Indian,,,,,,,,,,,,,,,,,,,,,,
192291,Jogupalya,Bangalore,Mccafe By Mcdonald'S,250,2.9,80,,Lido Mall,52,Beverages,Desserts,,,,,,,,,,,,,,,,,,,,,
192305,Shivajinagar,Pune,Mccafe By Mcdonald'S,250,2.9,80,,Jm Road,38,Beverages,Desserts,,,,,,,,,,,,,,,,,,,,,
192367,Santacruz East,Mumbai,Mccafe By Mcdonald'S,250,2.9,80,,Kalina Artista,36,Beverages,Desserts,,,,,,,,,,,,,,,,,,,,,
192381,Ellisbridge,Ahmedabad,Mccafe By Mcdonald'S,250,2.9,80,,Cg Road,40,Beverages,Desserts,,,,,,,,,,,,,,,,,,,,,
192575,Scruz Bandra East,Mumbai,Highway Briyani,200,2.9,80,,Scruz Bandra East,37,Indian,Biryani,,,,,,,,,,,,,,,,,,,,,
192600,Dum Dum,Kolkata,Aamar Bangla,250,4.2,500,,Near Diamond Plaza Malljessore Road,74,Bangladeshi,Bengali,,,,,,,,,,,,,,,,,,,,,
192846,Ghatkopar West,Mumbai,Sundeep Hotel,500,4.2,20,,Ghatkopar Vikhroli,49,Chinese  North Indian  Seafood,,,,,,,,,,,,,,,,,,,,,,
193192,Banjara Hills,Hyderabad,Speedy Wong,300,3.8,20,,Banjara Hills,63,Chinese,,,,,,,,,,,,,,,,,,,,,,
193313,Rajajinagar,Bangalore,Shawarma Grill House,200,2.9,80,,Rajajinagar,56,Arabian,,,,,,,,,,,,,,,,,,,,,,
193326,Ballygunge,Kolkata,Hindusthan Sweets- Ballygunge,150,4.6,500,,South Kolkata,50,Sweets  Snacks,,,,,,,,,,,,,,,,,,,,,,
193363,Chembur,Mumbai,Jagvi Udipi Fast Food,200,2.9,80,,Khardev Nagar,62,Biryani,Indian,,,,,,,,,,,,,,,,,,,,,
193541,Adajan Patiya,Surat,Behrouz Biryani,500,4.4,100,,Nr Navyug College Rander Road,51,Biryani,Mughlai,,,,,,,,,,,,,,,,,,,,,
193563,Indiranagar,Bangalore,Shakers Cafe,200,2.9,80,,Old Binnamangalaindiranagar,58,Juices,Desserts,,,,,,,,,,,,,,,,,,,,,
193571,Himayath Nagar,Hyderabad,The Bowl Company,300,4.1,1000,,Himayath Nagar,31,Continental,Indian,,,,,,,,,,,,,,,,,,,,,
194090,Rajajinagar,Bangalore,Biryani Canteen,400,4,100,,Rajajinagar,58,Biryani,Chinese,,,,,,,,,,,,,,,,,,,,,
194552,Khatodra Wadi,Surat,Mccafe By Mcdonald'S,250,2.9,80,,Reliance Mall,34,Beverages,Desserts,,,,,,,,,,,,,,,,,,,,,
194562,Koti,Hyderabad,Mccafe By Mcdonald'S,250,2.9,80,,Abits Mpm Mall,35,Beverages,Desserts,,,,,,,,,,,,,,,,,,,,,
194761,Santacruz East,Mumbai,Hub Chinese,250,2.9,80,,Scruz Bandra East,33,Chinese,Tandoor,,,,,,,,,,,,,,,,,,,,,
194877,Yerawada,Pune,Sp Chinese Fast Food,300,3.9,50,,Viman Nagar,55,Chinese,Fast Food,,,,,,,,,,,,,,,,,,,,,
195015,Richmond Town,Bangalore,Nutribites,150,4.6,100,,Shantinagar,47,Healthy Food,Juices,,,,,,,,,,,,,,,,,,,,,
195349,Santacruz East,Mumbai,Slay Coffee,200,4.1,50,,Cst Road,36,Beverages,Desserts,,,,,,,,,,,,,,,,,,,,,
195407,Rajajinagar,Bangalore,Paradise Biryani,400,3.9,100,,Rajajinagar,59,Biryani,Kebabs,,,,,,,,,,,,,,,,,,,,,
195504,Kalyani Nagar,Pune,Pergola Kitchen And Bar,1000,2.9,80,,Kalyani Nagar,63,Continental,North Indian,,,,,,,,,,,,,,,,,,,,,
195513,Andheri East,Mumbai,Al Zaika,250,3.8,50,,Marol Sakinaka,52,North Indian  Chinese  Fast Food  Desserts,,,,,,,,,,,,,,,,,,,,,,
196391,Indiranagar,Bangalore,Mandarin Oak- The Heavenly Chinese,350,2.9,80,,Binnamangala 1St Stage,55,Chinese,Asian,,,,,,,,,,,,,,,,,,,,,
196512,Bidhannagar,Kolkata,The Melbourne Cafe,300,4.3,100,,Salt Lake,52,Cafe,,,,,,,,,,,,,,,,,,,,,,
196518,Taltala,Kolkata,The Hot Kati Roll,150,3.1,20,,Esplanade,50,Indian,Fast Food,,,,,,,,,,,,,,,,,,,,,
